소득 분위,가구주 연령대,가구주 학력 수준,가구주 종사상 지위,가구원 수,취업자 수,가구 유형,가구소득(만원)
1분위,50~59세,대졸 이상,임시·일용근로자,4인,1인,다문화가구,1110.0
2분위,60세 이상,대졸 이상,상용근로자,1인,3인 이상,다문화가구,7806.0
5분위,60세 이상,중졸,자영업자,2인,3인 이상,노인가구,21640.0
1분위,50~59세,대졸 이상,자영업자,4인,3인 이상,장애인가구,1844.0
2분위,60세 이상,고졸,기타(무직 등),3인,2인,노인가구,4159.0
2분위,40~49세,초졸 이하,임시·일용근로자,3인,3인 이상,다문화가구,7855.0
3분위,65세 이상,고졸,자영업자,5인 이상,1인,한부모가구,4614.0
5분위,30~39세,대졸 이상,상용근로자,5인 이상,3인 이상,노인가구,7995.0
2분위,60세 이상,중졸,상용근로자,2인,1인,한부모가구,3309.0
2분위,40~49세,대졸 이상,자영업자,4인,2인,다문화가구,5439.0
4분위,30~39세,대졸 이상,상용근로자,3인,2인,노인가구,11273.0
3분위,30~39세,대졸 이상,자영업자,3인,1인,한부모가구,2588.0
2분위,60세 이상,대졸 이상,상용근로자,2인,2인,노인가구,9356.0
3분위,40~49세,대졸 이상,자영업자,4인,0인,다문화가구,8968.0
1분위,65세 이상,초졸 이하,자영업자,2인,0인,장애인가구,804.0
1분위,60세 이상,고졸,자영업자,1인,0인,다문화가구,1567.0
3분위,50~59세,중졸,상용근로자,3인,0인,장애인가구,13174.0
3분위,30~39세,대졸 이상,자영업자,2인,0인,장애인가구,10816.0
5분위,60세 이상,중졸,기타(무직 등),2인,2인,다문화가구,24843.0
2분위,30~39세,초졸 이하,자영업자,1인,1인,한부모가구,3191.0
3분위,40~49세,고졸,임시·일용근로자,5인 이상,2인,노인가구,7211.0
4분위,39세 이하,대졸 이상,임시·일용근로자,3인,3인 이상,노인가구,5945.0
1분위,60세 이상,초졸 이하,기타(무직 등),2인,0인,노인가구,2992.0
4분위,65세 이상,초졸 이하,자영업자,3인,0인,장애인가구,11113.0
1분위,60세 이상,고졸,임시·일용근로자,5인 이상,2인,장애인가구,4700.0
5분위,30~39세,대졸 이상,자영업자,2인,3인 이상,다문화가구,13275.0
1분위,40~49세,고졸,임시·일용근로자,1인,2인,한부모가구,1126.0
3분위,50~59세,고졸,상용근로자,3인,1인,다문화가구,8037.0
1분위,65세 이상,중졸,상용근로자,1인,0인,다문화가구,2612.0
5분위,40~49세,중졸,기타(무직 등),5인 이상,2인,한부모가구,13826.0
3분위,60세 이상,고졸,기타(무직 등),5인 이상,1인,장애인가구,8944.0
3분위,50~59세,중졸,자영업자,3인,0인,다문화가구,8846.0
1분위,40~49세,초졸 이하,기타(무직 등),5인 이상,0인,다문화가구,1529.0
4분위,39세 이하,고졸,자영업자,4인,0인,장애인가구,6629.0
2분위,65세 이상,대졸 이상,상용근로자,3인,3인 이상,노인가구,5217.0
5분위,30~39세,대졸 이상,상용근로자,4인,2인,한부모가구,14893.0
2분위,40~49세,초졸 이하,임시·일용근로자,5인 이상,0인,한부모가구,5495.0
1분위,40~49세,대졸 이상,자영업자,3인,0인,노인가구,2195.0
1분위,39세 이하,대졸 이상,상용근로자,4인,1인,한부모가구,3044.0
3분위,60세 이상,고졸,상용근로자,5인 이상,2인,노인가구,6080.0
3분위,65세 이상,초졸 이하,자영업자,2인,1인,다문화가구,7275.0
1분위,65세 이상,고졸,임시·일용근로자,2인,2인,한부모가구,1082.0
4분위,30~39세,초졸 이하,임시·일용근로자,1인,0인,한부모가구,9274.0
3분위,40~49세,고졸,임시·일용근로자,2인,3인 이상,다문화가구,6861.0
3분위,50~59세,고졸,임시·일용근로자,4인,1인,장애인가구,9367.0
3분위,40~49세,중졸,상용근로자,2인,3인 이상,장애인가구,13233.0
3분위,30~39세,대졸 이상,자영업자,3인,3인 이상,다문화가구,3098.0
3분위,40~49세,초졸 이하,자영업자,3인,3인 이상,한부모가구,10360.0
1분위,39세 이하,대졸 이상,상용근로자,3인,2인,한부모가구,1252.0
1분위,40~49세,중졸,상용근로자,2인,2인,한부모가구,1809.0
5분위,40~49세,초졸 이하,상용근로자,2인,3인 이상,노인가구,11183.0
5분위,50~59세,중졸,기타(무직 등),1인,0인,장애인가구,25828.0
2분위,39세 이하,대졸 이상,자영업자,5인 이상,0인,한부모가구,7943.0
2분위,39세 이하,고졸,자영업자,1인,3인 이상,장애인가구,6919.0
4분위,40~49세,중졸,자영업자,4인,1인,장애인가구,11818.0
3분위,65세 이상,중졸,임시·일용근로자,3인,1인,한부모가구,6315.0
1분위,50~59세,고졸,상용근로자,2인,2인,다문화가구,1175.0
1분위,40~49세,대졸 이상,상용근로자,5인 이상,1인,다문화가구,2034.0
4분위,40~49세,중졸,상용근로자,5인 이상,0인,장애인가구,6330.0
4분위,30~39세,대졸 이상,기타(무직 등),2인,3인 이상,노인가구,15342.0
1분위,30~39세,고졸,자영업자,1인,1인,장애인가구,1322.0
2분위,65세 이상,초졸 이하,상용근로자,5인 이상,3인 이상,장애인가구,6737.0
2분위,50~59세,중졸,기타(무직 등),1인,1인,다문화가구,12764.0
4분위,60세 이상,대졸 이상,상용근로자,2인,2인,한부모가구,6487.0
1분위,30~39세,고졸,임시·일용근로자,1인,0인,한부모가구,1547.0
1분위,60세 이상,고졸,자영업자,3인,2인,노인가구,2294.0
4분위,39세 이하,중졸,기타(무직 등),2인,3인 이상,다문화가구,12589.0
1분위,30~39세,초졸 이하,상용근로자,2인,0인,다문화가구,1320.0
4분위,30~39세,중졸,자영업자,5인 이상,0인,장애인가구,6998.0
2분위,50~59세,대졸 이상,기타(무직 등),5인 이상,2인,다문화가구,5021.0
1분위,65세 이상,고졸,자영업자,5인 이상,1인,장애인가구,2686.0
2분위,60세 이상,초졸 이하,자영업자,3인,2인,노인가구,4930.0
4분위,30~39세,대졸 이상,임시·일용근로자,3인,3인 이상,다문화가구,8878.0
5분위,30~39세,중졸,자영업자,4인,1인,다문화가구,13494.0
5분위,50~59세,고졸,기타(무직 등),2인,2인,장애인가구,21225.0
2분위,50~59세,중졸,자영업자,5인 이상,2인,다문화가구,5866.0
4분위,65세 이상,초졸 이하,기타(무직 등),2인,1인,한부모가구,5760.0
2분위,60세 이상,초졸 이하,자영업자,1인,1인,노인가구,3741.0
2분위,39세 이하,초졸 이하,상용근로자,3인,1인,한부모가구,2478.0
5분위,65세 이상,초졸 이하,임시·일용근로자,4인,2인,장애인가구,11478.0
1분위,39세 이하,초졸 이하,상용근로자,1인,1인,장애인가구,2068.0
1분위,40~49세,중졸,임시·일용근로자,2인,1인,장애인가구,2556.0
2분위,30~39세,초졸 이하,기타(무직 등),3인,1인,노인가구,7251.0
1분위,60세 이상,초졸 이하,임시·일용근로자,5인 이상,0인,다문화가구,1879.0
1분위,65세 이상,고졸,자영업자,1인,3인 이상,한부모가구,1431.0
3분위,30~39세,초졸 이하,자영업자,3인,1인,다문화가구,11602.0
3분위,60세 이상,고졸,상용근로자,2인,3인 이상,장애인가구,9542.0
5분위,60세 이상,고졸,임시·일용근로자,2인,1인,다문화가구,32942.0
5분위,60세 이상,고졸,기타(무직 등),1인,1인,노인가구,15388.0
2분위,30~39세,중졸,기타(무직 등),1인,0인,장애인가구,9432.0
2분위,65세 이상,중졸,자영업자,1인,0인,다문화가구,7819.0
2분위,50~59세,대졸 이상,기타(무직 등),4인,1인,한부모가구,7397.0
3분위,30~39세,대졸 이상,자영업자,5인 이상,1인,장애인가구,3806.0
2분위,60세 이상,고졸,자영업자,3인,1인,장애인가구,7993.0
4분위,65세 이상,중졸,자영업자,2인,3인 이상,노인가구,8177.0
3분위,40~49세,초졸 이하,상용근로자,2인,1인,노인가구,7125.0
3분위,39세 이하,대졸 이상,상용근로자,5인 이상,3인 이상,한부모가구,4702.0
3분위,60세 이상,중졸,자영업자,1인,0인,다문화가구,8491.0
2분위,40~49세,초졸 이하,자영업자,1인,3인 이상,다문화가구,5586.0
5분위,50~59세,초졸 이하,자영업자,2인,1인,장애인가구,9504.0
4분위,60세 이상,중졸,기타(무직 등),5인 이상,0인,장애인가구,4773.0
1분위,40~49세,대졸 이상,자영업자,2인,2인,다문화가구,1828.0
5분위,60세 이상,중졸,자영업자,1인,0인,다문화가구,22684.0
3분위,30~39세,대졸 이상,임시·일용근로자,3인,2인,다문화가구,9183.0
5분위,65세 이상,고졸,임시·일용근로자,1인,3인 이상,장애인가구,25363.0
4분위,40~49세,중졸,임시·일용근로자,3인,0인,노인가구,8313.0
3분위,65세 이상,중졸,임시·일용근로자,4인,0인,노인가구,8327.0
1분위,30~39세,대졸 이상,자영업자,5인 이상,0인,한부모가구,1043.0
2분위,30~39세,대졸 이상,임시·일용근로자,4인,3인 이상,다문화가구,2953.0
3분위,65세 이상,중졸,기타(무직 등),1인,1인,다문화가구,17870.0
4분위,40~49세,초졸 이하,기타(무직 등),5인 이상,3인 이상,다문화가구,13529.0
2분위,65세 이상,초졸 이하,임시·일용근로자,1인,0인,한부모가구,3158.0
1분위,65세 이상,초졸 이하,상용근로자,5인 이상,1인,다문화가구,1602.0
5분위,39세 이하,고졸,기타(무직 등),5인 이상,0인,노인가구,15378.0
5분위,40~49세,고졸,기타(무직 등),1인,0인,다문화가구,14345.0
3분위,39세 이하,대졸 이상,임시·일용근로자,1인,2인,한부모가구,7226.0
1분위,60세 이상,고졸,임시·일용근로자,5인 이상,0인,장애인가구,1753.0
2분위,65세 이상,초졸 이하,자영업자,5인 이상,3인 이상,장애인가구,7646.0
1분위,60세 이상,중졸,기타(무직 등),1인,3인 이상,노인가구,1768.0
5분위,40~49세,고졸,임시·일용근로자,1인,3인 이상,노인가구,15253.0
1분위,65세 이상,고졸,임시·일용근로자,2인,1인,노인가구,1413.0
3분위,60세 이상,초졸 이하,자영업자,2인,2인,장애인가구,12379.0
2분위,50~59세,고졸,기타(무직 등),2인,2인,다문화가구,6635.0
3분위,30~39세,대졸 이상,임시·일용근로자,4인,0인,한부모가구,8761.0
4분위,65세 이상,중졸,자영업자,5인 이상,0인,한부모가구,8482.0
5분위,30~39세,초졸 이하,임시·일용근로자,3인,2인,다문화가구,18376.0
2분위,39세 이하,대졸 이상,상용근로자,4인,1인,장애인가구,4570.0
1분위,60세 이상,초졸 이하,상용근로자,5인 이상,3인 이상,장애인가구,2091.0
1분위,39세 이하,대졸 이상,임시·일용근로자,3인,0인,한부모가구,979.0
5분위,65세 이상,중졸,기타(무직 등),2인,2인,노인가구,13577.0
5분위,30~39세,중졸,상용근로자,3인,1인,노인가구,20438.0
3분위,30~39세,대졸 이상,자영업자,1인,3인 이상,한부모가구,5409.0
4분위,60세 이상,대졸 이상,임시·일용근로자,1인,0인,한부모가구,4587.0
4분위,65세 이상,대졸 이상,자영업자,5인 이상,3인 이상,다문화가구,8825.0
1분위,50~59세,대졸 이상,상용근로자,4인,3인 이상,다문화가구,764.0
5분위,50~59세,대졸 이상,기타(무직 등),2인,2인,다문화가구,9520.0
3분위,60세 이상,대졸 이상,자영업자,5인 이상,2인,다문화가구,11518.0
2분위,65세 이상,중졸,상용근로자,2인,3인 이상,다문화가구,5078.0
3분위,60세 이상,대졸 이상,상용근로자,1인,3인 이상,다문화가구,14231.0
1분위,65세 이상,고졸,상용근로자,4인,0인,노인가구,929.0
1분위,39세 이하,중졸,자영업자,4인,1인,한부모가구,1449.0
4분위,60세 이상,초졸 이하,상용근로자,1인,1인,장애인가구,10096.0
1분위,65세 이상,중졸,임시·일용근로자,3인,3인 이상,다문화가구,942.0
4분위,50~59세,초졸 이하,상용근로자,4인,2인,노인가구,13001.0
2분위,65세 이상,초졸 이하,임시·일용근로자,3인,1인,한부모가구,6761.0
2분위,65세 이상,고졸,기타(무직 등),2인,3인 이상,한부모가구,2896.0
2분위,60세 이상,대졸 이상,임시·일용근로자,4인,2인,한부모가구,5429.0
2분위,39세 이하,대졸 이상,기타(무직 등),1인,0인,다문화가구,6432.0
4분위,39세 이하,중졸,기타(무직 등),3인,1인,다문화가구,6796.0
2분위,39세 이하,대졸 이상,임시·일용근로자,2인,0인,장애인가구,3050.0
3분위,39세 이하,고졸,기타(무직 등),2인,2인,다문화가구,9513.0
3분위,40~49세,중졸,임시·일용근로자,4인,3인 이상,한부모가구,20609.0
4분위,60세 이상,중졸,자영업자,4인,0인,한부모가구,7371.0
5분위,30~39세,중졸,기타(무직 등),5인 이상,3인 이상,노인가구,29984.0
4분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,1인,노인가구,6369.0
2분위,40~49세,대졸 이상,기타(무직 등),4인,0인,장애인가구,6008.0
1분위,39세 이하,대졸 이상,상용근로자,5인 이상,1인,노인가구,2049.0
2분위,40~49세,중졸,임시·일용근로자,1인,1인,장애인가구,5493.0
3분위,50~59세,중졸,상용근로자,1인,1인,노인가구,7555.0
1분위,50~59세,초졸 이하,기타(무직 등),5인 이상,1인,한부모가구,2012.0
3분위,60세 이상,초졸 이하,기타(무직 등),4인,1인,다문화가구,18135.0
3분위,60세 이상,대졸 이상,자영업자,1인,2인,다문화가구,9597.0
2분위,30~39세,중졸,임시·일용근로자,2인,0인,장애인가구,4484.0
4분위,30~39세,대졸 이상,상용근로자,4인,3인 이상,다문화가구,7976.0
1분위,50~59세,대졸 이상,자영업자,3인,3인 이상,다문화가구,4123.0
1분위,39세 이하,초졸 이하,기타(무직 등),3인,2인,노인가구,1588.0
4분위,40~49세,고졸,기타(무직 등),4인,3인 이상,한부모가구,6784.0
3분위,30~39세,대졸 이상,자영업자,5인 이상,3인 이상,다문화가구,5383.0
4분위,65세 이상,고졸,상용근로자,1인,3인 이상,한부모가구,4145.0
3분위,30~39세,고졸,기타(무직 등),1인,0인,노인가구,9842.0
2분위,39세 이하,중졸,기타(무직 등),4인,3인 이상,노인가구,7162.0
5분위,39세 이하,중졸,임시·일용근로자,2인,0인,다문화가구,13657.0
4분위,60세 이상,대졸 이상,자영업자,5인 이상,3인 이상,다문화가구,8554.0
4분위,40~49세,초졸 이하,기타(무직 등),2인,3인 이상,노인가구,5388.0
2분위,39세 이하,초졸 이하,상용근로자,4인,0인,노인가구,5813.0
3분위,30~39세,대졸 이상,임시·일용근로자,4인,2인,장애인가구,10317.0
2분위,30~39세,대졸 이상,자영업자,2인,3인 이상,장애인가구,4450.0
1분위,50~59세,초졸 이하,상용근로자,3인,1인,한부모가구,2959.0
5분위,39세 이하,고졸,기타(무직 등),4인,1인,노인가구,11452.0
1분위,65세 이상,대졸 이상,자영업자,5인 이상,2인,한부모가구,1686.0
5분위,60세 이상,고졸,자영업자,2인,1인,노인가구,22472.0
3분위,40~49세,대졸 이상,상용근로자,3인,0인,한부모가구,8251.0
1분위,65세 이상,대졸 이상,자영업자,2인,3인 이상,장애인가구,1396.0
3분위,60세 이상,고졸,상용근로자,3인,3인 이상,노인가구,4805.0
5분위,30~39세,고졸,기타(무직 등),3인,3인 이상,노인가구,27547.0
4분위,65세 이상,초졸 이하,임시·일용근로자,5인 이상,3인 이상,한부모가구,8040.0
5분위,60세 이상,대졸 이상,상용근로자,4인,1인,한부모가구,19844.0
4분위,30~39세,중졸,임시·일용근로자,3인,1인,다문화가구,11262.0
4분위,30~39세,중졸,자영업자,4인,1인,다문화가구,6693.0
5분위,30~39세,대졸 이상,상용근로자,5인 이상,0인,장애인가구,14790.0
2분위,30~39세,대졸 이상,기타(무직 등),4인,1인,노인가구,9400.0
3분위,30~39세,대졸 이상,상용근로자,1인,1인,노인가구,5443.0
2분위,50~59세,고졸,상용근로자,3인,3인 이상,한부모가구,12911.0
5분위,65세 이상,중졸,상용근로자,5인 이상,1인,장애인가구,11882.0
5분위,60세 이상,중졸,임시·일용근로자,2인,2인,노인가구,9986.0
1분위,50~59세,중졸,임시·일용근로자,5인 이상,2인,장애인가구,1587.0
4분위,50~59세,대졸 이상,자영업자,3인,3인 이상,다문화가구,20815.0
5분위,39세 이하,고졸,자영업자,5인 이상,1인,한부모가구,7453.0
1분위,39세 이하,대졸 이상,자영업자,2인,2인,노인가구,1422.0
3분위,39세 이하,초졸 이하,자영업자,1인,2인,한부모가구,10296.0
5분위,40~49세,초졸 이하,상용근로자,3인,0인,다문화가구,16223.0
1분위,39세 이하,중졸,임시·일용근로자,3인,3인 이상,장애인가구,1753.0
4분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,2인,장애인가구,6457.0
2분위,50~59세,초졸 이하,임시·일용근로자,4인,2인,다문화가구,4336.0
5분위,60세 이상,초졸 이하,임시·일용근로자,4인,3인 이상,다문화가구,15083.0
5분위,65세 이상,대졸 이상,자영업자,2인,1인,노인가구,10186.0
5분위,39세 이하,고졸,상용근로자,1인,3인 이상,노인가구,15722.0
3분위,40~49세,대졸 이상,임시·일용근로자,1인,0인,노인가구,7284.0
5분위,65세 이상,대졸 이상,기타(무직 등),5인 이상,0인,노인가구,13263.0
5분위,40~49세,고졸,상용근로자,5인 이상,0인,노인가구,18195.0
2분위,65세 이상,중졸,기타(무직 등),4인,2인,장애인가구,2661.0
5분위,50~59세,중졸,상용근로자,1인,1인,노인가구,14604.0
1분위,60세 이상,중졸,상용근로자,1인,0인,다문화가구,3803.0
3분위,30~39세,고졸,상용근로자,1인,3인 이상,다문화가구,5511.0
2분위,60세 이상,초졸 이하,기타(무직 등),2인,0인,노인가구,9218.0
1분위,39세 이하,고졸,임시·일용근로자,2인,2인,다문화가구,1538.0
1분위,30~39세,대졸 이상,임시·일용근로자,5인 이상,0인,한부모가구,1182.0
4분위,40~49세,고졸,기타(무직 등),4인,1인,장애인가구,5074.0
2분위,50~59세,초졸 이하,임시·일용근로자,3인,0인,장애인가구,5829.0
4분위,50~59세,초졸 이하,자영업자,4인,1인,노인가구,15390.0
1분위,40~49세,대졸 이상,임시·일용근로자,2인,1인,한부모가구,1288.0
2분위,39세 이하,중졸,자영업자,2인,3인 이상,노인가구,5336.0
3분위,40~49세,초졸 이하,자영업자,5인 이상,1인,노인가구,12748.0
4분위,65세 이상,초졸 이하,자영업자,3인,2인,다문화가구,9862.0
2분위,39세 이하,초졸 이하,기타(무직 등),1인,2인,장애인가구,2939.0
4분위,30~39세,대졸 이상,임시·일용근로자,3인,1인,한부모가구,8952.0
5분위,40~49세,초졸 이하,임시·일용근로자,3인,1인,다문화가구,29308.0
4분위,39세 이하,중졸,기타(무직 등),3인,0인,장애인가구,8479.0
2분위,30~39세,대졸 이상,기타(무직 등),5인 이상,0인,장애인가구,1841.0
1분위,40~49세,중졸,임시·일용근로자,2인,3인 이상,노인가구,1758.0
5분위,50~59세,초졸 이하,기타(무직 등),1인,0인,한부모가구,14785.0
1분위,40~49세,초졸 이하,기타(무직 등),3인,2인,노인가구,724.0
5분위,60세 이상,중졸,자영업자,1인,0인,다문화가구,8177.0
3분위,40~49세,대졸 이상,기타(무직 등),3인,3인 이상,노인가구,12570.0
5분위,60세 이상,대졸 이상,자영업자,2인,3인 이상,노인가구,11941.0
4분위,30~39세,중졸,상용근로자,1인,1인,장애인가구,5986.0
5분위,40~49세,초졸 이하,자영업자,4인,3인 이상,장애인가구,15779.0
2분위,30~39세,고졸,자영업자,2인,1인,다문화가구,4260.0
4분위,30~39세,중졸,기타(무직 등),1인,2인,장애인가구,8956.0
3분위,39세 이하,중졸,임시·일용근로자,3인,2인,장애인가구,7847.0
3분위,30~39세,중졸,상용근로자,3인,0인,장애인가구,5266.0
4분위,30~39세,초졸 이하,상용근로자,2인,3인 이상,노인가구,7014.0
5분위,40~49세,대졸 이상,상용근로자,2인,2인,한부모가구,19107.0
5분위,40~49세,초졸 이하,임시·일용근로자,3인,1인,다문화가구,16277.0
4분위,50~59세,중졸,상용근로자,1인,3인 이상,노인가구,8328.0
3분위,39세 이하,초졸 이하,상용근로자,4인,3인 이상,다문화가구,18471.0
3분위,30~39세,초졸 이하,임시·일용근로자,5인 이상,1인,노인가구,11400.0
4분위,39세 이하,중졸,상용근로자,2인,3인 이상,다문화가구,12101.0
2분위,60세 이상,초졸 이하,기타(무직 등),3인,3인 이상,장애인가구,5158.0
1분위,30~39세,고졸,기타(무직 등),1인,2인,다문화가구,1644.0
2분위,39세 이하,초졸 이하,자영업자,2인,1인,한부모가구,4639.0
2분위,50~59세,초졸 이하,자영업자,1인,2인,다문화가구,7523.0
2분위,50~59세,대졸 이상,자영업자,2인,1인,한부모가구,5274.0
2분위,30~39세,대졸 이상,기타(무직 등),3인,0인,다문화가구,6025.0
1분위,60세 이상,중졸,기타(무직 등),1인,3인 이상,장애인가구,1605.0
1분위,50~59세,중졸,기타(무직 등),3인,3인 이상,다문화가구,1494.0
5분위,50~59세,대졸 이상,자영업자,1인,2인,노인가구,51844.0
3분위,60세 이상,고졸,자영업자,2인,3인 이상,장애인가구,6518.0
2분위,39세 이하,초졸 이하,자영업자,5인 이상,3인 이상,장애인가구,4207.0
4분위,50~59세,고졸,자영업자,5인 이상,2인,노인가구,11359.0
2분위,40~49세,고졸,자영업자,4인,2인,장애인가구,4344.0
5분위,65세 이상,대졸 이상,자영업자,4인,1인,장애인가구,14245.0
4분위,65세 이상,중졸,기타(무직 등),3인,0인,노인가구,5572.0
1분위,50~59세,초졸 이하,임시·일용근로자,1인,2인,장애인가구,1832.0
3분위,39세 이하,중졸,임시·일용근로자,4인,1인,장애인가구,10412.0
5분위,39세 이하,고졸,자영업자,2인,2인,장애인가구,14110.0
5분위,30~39세,고졸,임시·일용근로자,5인 이상,1인,장애인가구,21304.0
3분위,40~49세,중졸,임시·일용근로자,1인,0인,다문화가구,4047.0
4분위,39세 이하,중졸,기타(무직 등),5인 이상,1인,장애인가구,6486.0
1분위,60세 이상,대졸 이상,자영업자,1인,1인,장애인가구,1406.0
5분위,40~49세,중졸,자영업자,4인,3인 이상,장애인가구,10015.0
2분위,65세 이상,중졸,임시·일용근로자,4인,2인,다문화가구,2739.0
5분위,40~49세,대졸 이상,자영업자,3인,1인,한부모가구,14151.0
4분위,60세 이상,중졸,자영업자,1인,2인,장애인가구,11358.0
4분위,50~59세,고졸,자영업자,2인,1인,한부모가구,14371.0
3분위,60세 이상,중졸,자영업자,4인,3인 이상,한부모가구,6837.0
2분위,60세 이상,초졸 이하,임시·일용근로자,3인,3인 이상,노인가구,7391.0
1분위,50~59세,고졸,상용근로자,4인,0인,노인가구,1941.0
2분위,50~59세,대졸 이상,임시·일용근로자,5인 이상,1인,한부모가구,8974.0
1분위,50~59세,고졸,기타(무직 등),4인,3인 이상,다문화가구,1308.0
4분위,50~59세,대졸 이상,상용근로자,1인,2인,장애인가구,4191.0
2분위,50~59세,초졸 이하,상용근로자,3인,1인,장애인가구,5669.0
1분위,60세 이상,초졸 이하,상용근로자,1인,1인,장애인가구,1003.0
5분위,30~39세,고졸,임시·일용근로자,2인,0인,노인가구,11984.0
5분위,30~39세,중졸,기타(무직 등),2인,2인,노인가구,14189.0
5분위,39세 이하,고졸,임시·일용근로자,4인,0인,장애인가구,13977.0
5분위,30~39세,고졸,기타(무직 등),3인,1인,한부모가구,16938.0
1분위,65세 이상,초졸 이하,임시·일용근로자,3인,0인,노인가구,1994.0
2분위,30~39세,대졸 이상,임시·일용근로자,3인,1인,장애인가구,4758.0
4분위,60세 이상,고졸,임시·일용근로자,3인,1인,한부모가구,10081.0
4분위,50~59세,중졸,상용근로자,4인,0인,장애인가구,8656.0
1분위,50~59세,초졸 이하,임시·일용근로자,1인,0인,노인가구,2188.0
5분위,60세 이상,고졸,기타(무직 등),4인,1인,다문화가구,14843.0
2분위,65세 이상,고졸,기타(무직 등),1인,0인,다문화가구,5341.0
2분위,30~39세,중졸,기타(무직 등),5인 이상,0인,노인가구,4745.0
3분위,60세 이상,고졸,상용근로자,5인 이상,1인,한부모가구,7975.0
3분위,39세 이하,고졸,임시·일용근로자,1인,2인,장애인가구,6220.0
3분위,50~59세,고졸,임시·일용근로자,4인,0인,노인가구,5979.0
1분위,40~49세,고졸,자영업자,2인,0인,한부모가구,2053.0
5분위,39세 이하,중졸,상용근로자,4인,3인 이상,장애인가구,10378.0
2분위,65세 이상,고졸,기타(무직 등),2인,2인,장애인가구,4851.0
1분위,39세 이하,고졸,기타(무직 등),4인,0인,노인가구,2259.0
5분위,60세 이상,고졸,임시·일용근로자,3인,1인,장애인가구,13900.0
5분위,30~39세,초졸 이하,기타(무직 등),3인,3인 이상,다문화가구,22297.0
5분위,50~59세,중졸,임시·일용근로자,5인 이상,3인 이상,다문화가구,12636.0
5분위,65세 이상,초졸 이하,임시·일용근로자,5인 이상,3인 이상,장애인가구,10512.0
4분위,65세 이상,초졸 이하,자영업자,1인,0인,노인가구,4547.0
3분위,40~49세,중졸,상용근로자,2인,1인,장애인가구,14387.0
1분위,39세 이하,초졸 이하,임시·일용근로자,3인,3인 이상,노인가구,955.0
3분위,40~49세,초졸 이하,임시·일용근로자,4인,2인,노인가구,11474.0
2분위,30~39세,초졸 이하,임시·일용근로자,1인,3인 이상,다문화가구,3695.0
2분위,30~39세,중졸,자영업자,4인,3인 이상,다문화가구,9336.0
4분위,40~49세,고졸,임시·일용근로자,3인,2인,한부모가구,20802.0
3분위,50~59세,대졸 이상,상용근로자,3인,3인 이상,노인가구,4335.0
1분위,30~39세,대졸 이상,상용근로자,3인,3인 이상,장애인가구,975.0
2분위,40~49세,중졸,기타(무직 등),3인,2인,노인가구,7510.0
4분위,39세 이하,대졸 이상,상용근로자,4인,0인,다문화가구,10565.0
1분위,40~49세,중졸,기타(무직 등),1인,2인,노인가구,2054.0
5분위,40~49세,중졸,상용근로자,3인,0인,한부모가구,12724.0
3분위,60세 이상,대졸 이상,기타(무직 등),5인 이상,0인,장애인가구,18845.0
3분위,30~39세,초졸 이하,임시·일용근로자,1인,0인,노인가구,8921.0
3분위,50~59세,고졸,자영업자,5인 이상,2인,장애인가구,5230.0
5분위,50~59세,대졸 이상,자영업자,4인,2인,장애인가구,14465.0
2분위,60세 이상,대졸 이상,자영업자,3인,0인,다문화가구,3406.0
4분위,65세 이상,대졸 이상,임시·일용근로자,1인,2인,노인가구,16260.0
3분위,50~59세,대졸 이상,자영업자,3인,0인,장애인가구,6535.0
2분위,40~49세,중졸,상용근로자,3인,2인,다문화가구,6712.0
5분위,60세 이상,중졸,기타(무직 등),1인,1인,한부모가구,13259.0
4분위,39세 이하,고졸,임시·일용근로자,3인,2인,한부모가구,6727.0
4분위,30~39세,고졸,자영업자,3인,2인,노인가구,4008.0
5분위,30~39세,대졸 이상,상용근로자,2인,2인,장애인가구,20333.0
5분위,30~39세,대졸 이상,상용근로자,2인,0인,노인가구,26914.0
4분위,40~49세,대졸 이상,임시·일용근로자,1인,0인,장애인가구,5965.0
5분위,39세 이하,고졸,임시·일용근로자,1인,1인,다문화가구,8627.0
4분위,60세 이상,대졸 이상,자영업자,3인,1인,한부모가구,11866.0
4분위,60세 이상,초졸 이하,기타(무직 등),5인 이상,3인 이상,한부모가구,4454.0
4분위,30~39세,고졸,자영업자,1인,1인,한부모가구,14015.0
4분위,39세 이하,초졸 이하,자영업자,3인,0인,한부모가구,5993.0
1분위,39세 이하,대졸 이상,임시·일용근로자,5인 이상,1인,노인가구,968.0
5분위,39세 이하,중졸,자영업자,2인,1인,장애인가구,17678.0
5분위,50~59세,초졸 이하,자영업자,1인,2인,노인가구,10567.0
1분위,50~59세,고졸,기타(무직 등),3인,1인,다문화가구,1134.0
5분위,30~39세,초졸 이하,상용근로자,2인,3인 이상,한부모가구,18441.0
1분위,39세 이하,고졸,상용근로자,4인,2인,장애인가구,570.0
2분위,65세 이상,대졸 이상,기타(무직 등),2인,0인,노인가구,10632.0
4분위,39세 이하,초졸 이하,상용근로자,3인,3인 이상,장애인가구,8757.0
1분위,60세 이상,중졸,자영업자,5인 이상,0인,노인가구,897.0
5분위,60세 이상,초졸 이하,기타(무직 등),4인,3인 이상,장애인가구,10655.0
